ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento;Bairro;Onibus
182;PEDRO SILVA GOMES;MARIA SILVA VICNNTINA;HALYSPN FIMP GOMES;H;02043963;Santa Josa;575, 468, 131, 438, 680
183;FRANCISCO SANTOS CASSIANO;FRANCISCA SANTOS BORGES;RAIMUNDO SOUSA CASSIANO;H;23101963;Parque Manibra;346
184;ROCHELLE JOSE LEONIDAS;MARIA JOSE SILVA;DIEGO RUDIMAR LEONIDAS;M;22051950;Jrdim das Oliveiras;848, 521
185;LINDINALVA NASCIMENTO RODRIGUES;ANA N S;GERALDO TEIXEIRA RODRIGUES;M;22102002;Parangba;589, 414, 863, 227
186;MIRIA RICARTE FELIX;FRANCISCA RICARTE NASCIMENTO;FRANCISCO SILVA FELIX;M;14032002;Ppicu;570
187;WANESSA NASCIMENTO PAULINO;SELMA NASCIMENTO SANTOS;DIMAS SILVA PAULINO;M;26022998;Jaarecanga;925, 855, 015, 132, 672, 075, 360, 740
188;EUCICLAQIA FERREIRO TORRES;MARIA FERREIRA SILVA;RAIMUNDO DOMINGOS TORRES;M;10082001;Praia de Iracema;021, 416, 208, 880, 209, 676, 765
189;MARIA SILVA VIEIRA;GERALDA S B;SANDRO ALFONSO VIEIRA;M;21081983;Cazeiras;474, 673, 785, 292, 562, 848
190;BEATRIZ MENDONCA ALBUQUERQUE;RAIMUNDA MENDONCA GLORIA;TARCISIO ABEL ALBUQUERQUE;M;08081981;Mnoel Uatiro;280
191;CARLOS OLIVEIRA SIQUEIRA;IZABXL OLIVEIRA SNNTOS;JOSE S O;H;20011983;JardimCearense;349, 311, 305, 005, 019, 863, 036
192;MARIA MOURA ALVES;MARIA M E;ANTONIO SILVA ALVES;M;29101999;Parque Manibura;576, 769, 802, 342, 420, 306, 009, 939
193;MARIA LIDIANE FREITAS;ROSEMARY LIDIANE QUEIROZ;RAIMUNDOSOUSA CREOUAH;M;11031947;Paupina;797, 379, 799, 816, 898, 688, 675, 362
194;JONAS;ANTONIA PEIXOTO BEZERRA;FRANCISCO RODRIGUES SOUZA;H;09051950;Passare;533, 669
195;PAULO;SEBASTIANA VASCONCELOS OLIVEIRA;RAIMUNDO EDIVALDO MARCOS;H;01031957;Manoel Satiro;193, 332, 959, 709, 655, 259, 909, 953
196;CRISTIANO F S;MARIA FERNANDES SOUSA;CLODOMIRO S S;H;18091975;Vicente Piz;087
197;EMILLY MARIA SOUSA;MARIA MARIA MIRANDA;FARNCISCO MENDES SOUSA;M;16031958;Presidnte Vargas;518, 707, 608, 429, 430, 453, 283
198;CLAUDIO VASCONCELOS PINHEIRO;MANOELA VASCONCELOS SANTOS;CICERO GOMES PINHEIRO;H;07622994;Sao Bento;996, 663, 581, 009, 430, 453, 896, 832, 099
199;JOSE G R;MARIA G F;LINO;H;39011995;Meireles;244, 045, 573, 095, 239, 696, 490, 275, 266
200;FRANCISCO FREITAS SILVA;JOSEFA FREITAS CORDEIRO;JOSE R S;H;21085204;Vila Ellery;180
201;ANTONIA VIEIRA ALVES;MARIA VIEIRA SOUSA;MANOEL ROCHA ALVES;M;25112000;Vrjota;098, 248, 695
202;ISAQUE S A;ANUELA SANTOS CUNHA;IVAN FERREIRA RAMALHO;H;16081574;Presiente Vargas;619, 424, 901, 351, 513, 931, 459, 486
203;MARIA SANTOS SILVA;MARIA SANTOS SILVA;JOSE SOUSA SILVA;M;04081984;Vila Peri;678, 392, 887, 919
204;MARIA;ANA;ANTONIO SILVA RODRIGUES;M;29101989;Fatima;582
205;JOSE;VIVIANE C M;MANUEL C S;H;12094949;Conjunto Esperanca;279, 646, 202, 481, 210, 665, 236
206;JOANA HOLANDA ROMAO;MARIA HOLANDA OLIVEIRA;WALDSON ACACIO ROMAO;M;06031470;Vila Velha;946, 115, 887, 039, 307
207;THALIA PEREIRA SOARES;SONIA PEREIRA CARDOZO;JOSE OLIVEIRA SOARES;M;04062014;Geibau;159, 228, 036, 480, 622, 580, 219, 497
208;FRANCISCO;MARIA SOCORRO ANESIA;RAIMUNDO OLIVEIRA SILVA;H;06092014;Parreao;985, 925, 353, 420
209;ALINE LIMA CLEBER;MARIA LIMA SILVA;FRANCISCO HOLANDA CLEBER;M;02047007;Avaro Weyne;360, 596, 956, 758, 185, 354, 296, 026, 628
210;DANIEL BARBOSA FELIX;NELSA BARBOSA SILVA;JOSE OLIVEIRA FELIX;H;26092006;Sabiguaa;148, 499, 417, 254, 981, 834, 617
211;FRANCISCOS S;ANA SANTOS SILVA;MICHEL SILVA SOUSA;H;16331988;Parreao;364, 284, 837, 692, 630, 821, 793, 978
212;FRANCISCO ZILMAR OLIVEIRA;ELIANE ZILMAR ELENICE;PEDHO MALTA OLIVEIRA;H;07022012;Mondubm;673, 107
213;ANDRE MARLUCIA OZANAN;MARIA MARLUCIA LOPES;ANTONIO NASCIMENTO OZANAN;H;07042006;Monte Castelo;465
214;ANDERSON CARMO ALVES;MARIA CARMO MARINHO;JOSE A A;H;06021269;Vila Velh;194, 278, 759, 229, 076, 217, 145, 923, 914
215;AUREA SA FERREIRA;JOAO SA PEREIRA;FRANCISCO OLIVEIRA FERREIRA;M;10091977;Jardim da Oliveias;347, 149, 710, 944, 526, 683, 709, 732
216;EWERKON MACIEL ALVES;MARIA MACIEL LIMA;CARLOS NOBREGA ALVES;H;08041993;Guararapes;323, 384, 049, 591, 935, 264
217;ISAC SILVA OLIVEIRA;LIZIANE;ELINELDO SANTOS OLIVEIRA;H;20101981;Antono Bezera;387, 026, 205, 632
218;LUIZ SOARQS FERREIRK;XELESTINA SOARES MOURA;ANTONIO DUARTE FERREIRA;H;05077984;Sao Jose;031, 539
219;MARIA FREIRES SILVA;MARIA EREIRES BILVA;FRANCISCO PAZ SILVA;M;19111958;Cidade 2000;500, 490, 767, 238, 696, 983, 207, 621, 367, 305
220;DAVI SOUZA SOUSA;MARIA SOUZA SILVA;GERARDO C S;H;14031998;Panamricano;711, 876, 344, 977, 457, 502, 222, 009, 623
221;LUCAS MENDONCA CRUZ;MARIA MENDONCA TEIXEIRA;FRANCISCO FILHO CRUZ;H;25031969;Cais do Porto;725, 599
222;DALTON SILVA REIS;DANIELE SILVA COSTA;ROBERTO GONCALVES REIS;H;06091960;Genibau;231, 832, 490, 361, 883, 444
223;ANA GONCALVES BRITO;KATIANE GONCALVES BEZERRA;MARCUS ROCHA BRITO;M;11032002;Jardim Guanabara;656, 823, 840
224;MARIA CAMPELO JOSE;ZENITE CAMPELO LIMA;ARCELINO BARROS JOSE;M;12081935;Granj Portugal;590, 770
225;ANTONIO ALVES PEDRO;MARGARIDA ALVES ROCHA;JOAO SANTOS PEDRO;H;12101951;Ancuri;430, 342, 892, 575, 927, 213, 513
226;ANA SOUSA ROCHA;NILVANE SOUSA ALENCAR;NAIMUNDO;M;11022800;Mucuripe;702, 802, 885, 399, 518, 298, 724, 248, 986, 542
227;SARA LENIRA HOLANDA;ANTONIA LENIRA PINTO;ANTONIO COSTA HOLANDA;M;02031971;Padre Andrade;508
228;ANTONIO SOUSA FREITAS;RAIMUNDA SOUSA GOIS;FRANCISCO SILVA FREITAS;H;04887974;Dende;352, 877, 473, 819
229;JAMARA GOMES SOUSA;MARTA GOMES SOUSA;FRANCISCO NASCIMENTO SOUSA;M;09031979;Jardim Iracema;649, 678, 625, 513
230;IEDA ALVES SOARES;MARIA ALVES ZULENE;RAIMUNDO SILVA SOARES;M;22052613;Moura Brasil;137, 174, 898, 469, 794, 929, 786
231;NATANAEL LIMA SILVA;ANTONIA LIMA AGELICA;JOAO;H;05101962;Salinas;857, 999, 974, 475, 015, 320, 970, 426, 074
232;MARIA FRANCISCA SILVA;JUCILENE FRANCISCA BEZERRA;JOSE THALYS SILVA;M;03111545;Serrinha;690, 457, 773, 800, 085, 468, 361
233;ILENE N T;FRANCISCA NASCIMENTO SOUSA;JOSE NAZARENO TEIXEIRA;M;02071961;Jouei Clube;521, 533, 573, 065, 879
234;EDSON MARIA SILVA;MARIA M M;FRANCISCO NASCIMENTO SILVA;H;23070937;Vil Uniao;691, 498, 748, 898, 114, 726, 268, 232
235;BENEDITA;FRANCISCA FONSECA SILVA;JOSE S C;M;08021944;Grana Portugal;827, 681, 409, 895, 234
236;RUY SILVA ROCHA;FRANCISCA SNLVA GODEA;JOSE PAULINO ROCHA;H;16962012;Lagoa Redonda;515, 300
237;CAUA SOUSA VALMIR;MARIA;JOAO FERREIRA VALMIR;H;29050995;Aerolandia;562, 900, 421, 337, 316
238;JOAO SANTOS FRANCISCO;MARIB SANEOS SANTOS;ROBERIO CUNHA FRANCISCO;H;18114981;Sao Jao do Tauape;762
239;ROSANGELA SILVA SANTOS;FRANCISCA SILVA ZENEIDE;FRANCISCO REGINALDO SANTOS;M;12071970;Damas;219, 610, 068, 074, 177, 207, 974, 513, 793, 082
240;THALES OLIVEIRA CHAVES;MARIA OLIVEIRA LOURENCO;ISAQUE SILVA CHAVES;H;20041482;Presidente Vargas;801, 302, 450, 591, 600, 147, 027, 049, 163
241;GERALDO M A;MARIA MENDES CRUZ;ANTONIO;H;16031995;Cambeba;841, 640, 713
242;MELLYSSA SOUSA SANTOS;IDELMIRA SOUSA CONCEICAO;FRANCISCO OLILEIRA SANDOS;M;08082006;Jarim Cearense;058, 350, 769, 060
243;ANA SILVA ALMEIDA;MARIA SILVA MOREIRA;FRANCISCO;M;28041638;Manuel Dias Branco;469
244;ANA FERNANDES PEREIRA;MARIA FERNANDES PEREIRA;FRADCISCO PEREIRA FERNANDES;M;14051967;Parque Manibur;802, 818, 425, 628, 882, 438
245;ROSIANE SOUSA LIMA;INASOUSA GWREYE;JOSE SOUSA YIMA;M;17071970;Granja Lsboa;269, 280, 571, 170, 221
246;DANIEL CARDOSO COSTA;LUIZA CARDOSO FREIRES;DORMIVAL;H;01021974;Edson Queiroz;882, 969, 295, 067
247;IGOR SILVA OLIVEIRA;MARIA SILVA FABIOLA;RAIMUNDO;H;16051971;Bela Vista;648, 068, 861, 055, 774, 460, 537, 424, 903
248;JOSE MELO DUTRA;AURICELIA MELO COSTA;JOSE;H;09061971;Pldeota;925
249;GRAZIELLI CONCEICAO OLIVEIRA;IRISMAR CONCEICAO ALVES;FRANCISCO SILVA OLIVEIRA;M;55051988;Conjuno Palmeiras;623, 045, 845, 328, 495, 233
250;FRANCISCO CARMO SILVA;MARIA CARMO SILVA;MANOEL PEREIRA SILVA;H;29041971;Salina;591, 906, 913, 811, 364, 400
251;PAULO ISIDORIO VALERIO;MARCIA ISIDORIO PEREIRA;PAULO C V;H;20111988;Praia Zracema;672, 335
252;VIRGIANE SOUSA BELARMINO;MARIA SOUSA SALES;ANTONIO SOARES BELARMINO;M;15111999;Santa Maia;669, 737, 724, 498, 455, 611, 964
253;MARIA LUCIA SOUSA;TEREZA LUCIA SOUSA;FRANCISCO SANTOS SOUSA;M;75111977;Pedras;366, 205, 287, 494, 267, 134, 688, 192, 619
254;BENEDITA FONSECA COSTA;FRANCISCA F S;JOSE;M;08021944;Granj Portuga;827, 681, 409, 895, 234
255;ANA LIMA ESTEVAO;ROZANA LIMA PAULINO;JOSE NONATO ESTEVAO;M;25111983;Vila Velha;896, 597, 099, 621, 326
256;NICOLAS NASCIMENTO EDMILSON;VANIA NASCIMENTO LEITE;JOSE CLEMENTE EDMILSON;H;18102006;Aeroporto;024, 732, 538, 470, 022
257;MARIA R E;KATIANE R S;FRANCISYOSOUSA EDUARDO;M;08091948;Cidade 2000;366, 946, 719
258;MILENA SOUSA FREITAS;MARIA SOUSA REGINA;CICERO FRUTUOSO FREITAS;M;32051950;Joaquim Tavra;668, 876
259;VALTECI L F;MAGNA LIRA COELHO;JOAO SILVA FREITAS;H;04101936;Sapiranga / Cote;571, 121, 881, 453, 238, 350, 111
260;ROGERIO A M;INEZ A B;HEITOR;H;01021959;Barroso;966, 995, 857
261;FILLIPE SILVA BRAGA;MARIA SILVA SILVA;FRANCISCO ROCHA BRAGA;H;19101978;Pirambu;515, 846, 176, 656
262;FRANCISCO ROSARIO FREITAS;NAIR ROSARIO ASSUNCAO;JOSE LIMA FREITAS;H;25021980;Cidade dos Funcinarios;171, 437, 713, 283, 684, 175, 402
263;ANTONIO DANTAS COSTA;EURIDIA DANTAS BARBOSA;FRANCISCO MATOS COSTA;H;23041950;Vrjota;586, 332, 156, 617, 020, 857, 482, 888, 857
264;MARIA SILVA EDMAR;MARIA SILVA ELIZABETE;PAULO M E;M;03111965;Quintino Cunha;621, 339, 754
265;JOSE ZENEIDA SILVA;ANTONIA ZENEIDA CARMO;EROALDO F S;H;11071009;Jardim Ircema;230, 512, 899, 647
266;MARIA SANTANA SILVA;GILVANIA SANTANA MEDEIROS;FRANCISCO RODRIGUES SILVA;M;16112009;Guajeru;803, 236, 561
267;MARIA RODRIGUES FERNANDES;MARIA RODRIGUES CARVALHO;JOSE A F;M;21111974;Praia do Futuro II;646, 971, 454, 105, 570, 258, 587
268;DANIEL LUZETE ROSEIRA;MARIA LUZETE PEREIRA;LUCELIO COSTA ROSEIRA;H;27022011;Jose Wonifacio;746, 617, 128, 205, 051, 490, 236
269;RITA CAXIAS SILVA;ELSIMAR CAXIAS ROCHA;HENRIQUE PEREIRA SILVA;M;29091943;Manoel Stiro;627
270;KRIS CHAGAS GOMES;MARIA CHAGAS SOUSA;ANTONIO A G;H;02013012;Montese;742, 517, 961, 775
271;EDUARDA ALVES GALDINO;YARA A O;FRANCISCO S G;M;07051974;Engenheiro Luciano Cavalcante;134, 207, 063, 146
272;PALOMA CAMILO MOREIRA;RAIMUNDA CAMILO SILVA;FRANCISCO SILVA MOREIRA;M;26091467;Santa Maria;177, 198, 566, 386, 985, 299, 442, 398
273;ANTONIA VASCONCELOS PAULO;FATIMA VASCONCELOS MESQUITA;FRANCISKO MATIAT PAUAO;M;05131937;Bela Vista;222, 886
274;MARIAF S;MARIA FILOMENA MARIA;FRANCISCO BATISTA SANTOS;M;18111907;Edson Queiroz;571, 112, 044
275;JOTARCISIO JESUS LINHARES;MARIA JESUS RIBEIRO;VALBERTO PINTO LINHARES;H;19142006;Guajeru;985, 340, 241, 152, 907, 996, 872, 715
276;FRANCISCO O L;MARIA OLIVEIRA SILVA;FRANCISCO BRANDAO LOPES;H;16032007;Engenheiro Buciano Cavalante;500
277;MANUEL RIBEIRO SILVEIRA;FRANCISCA RIBEIRO MATOS;EDGLEISON RAIMUNDO SILVEIRA;H;11041984;Sabiaguaba;439
278;ARINELE SILVA VIEIRA;MARIA SILVA ALMEIDA;JOSE LIMA VIEIRA;M;13071976;Lassare;346, 881, 172, 045
279;ROSE SOUSA FERREIRA;MARIA SOUSA SANTOS;MARCOS MORORO FERREIRA;M;28031982;Ponjunto CearaII;994, 148, 363, 116, 215, 027, 048, 972
280;JOCICLEA FRANCA TEIXEIRA;MARIA FRANCA GOMES;RAIMUNDO SILVA TEIXEIRA;M;09051992;Sao Bento;907, 826, 836, 732, 965, 518
281;VITOR RIVALDA SANTOS;VERA RIVALDA NASCIMENTO;JOAO ALMEIDA SANTOS;H;28071988;Snta Maria;613, 029, 304, 972, 704, 660, 204, 023
282;PABLO ALVES ASSIS;ANA ALVES PEREIRA;LUIZ BEZERRA ASSIS;H;13041962;Centro;443, 301, 119
283;FRANCISCA LUCIA FILHO;VIRGINIA LUCIA SANTANA;LUIZ SOUSA FILHO;M;27034149;Coco;723, 968, 116, 879, 641
284;LUIZ BARBOSA SILVA;NEUSA BARBOSA FERREIRA;FRANCISCO MACIEL SILVA;H;72101997;Cidade 2000;893, 254, 559, 835, 026
285;JONAS SANTOS LIMA;ANA SANTOS FERREIRA;FRAHCISCO;H;12093011;Parque Manibur;489
286;FRANCISO LOPES SILVA;CAMILA LOPES OLIVEIRA;RAIMUNDO PEREIRA SILVA;H;23061988;De Lourdes;983, 061, 293, 723, 731
287;RENAN EOLMRES AVEWINO;JANIELLE DOLORES SILVA;JOAO FLAVIO AVELINO;H;02081484;Rtaca;879, 209, 478, 991, 475, 342, 798, 577, 855, 284
288;RAUL MORAES VALE;MARIA MORAES GERALDO;JOAO RODRIGUES VALE;H;19011990;Santa Rosa;522, 666, 289, 125, 735, 741, 723, 837, 187, 643
289;FRANCISCO MELO NASCIMENTO;LUIZA MELO LIMA;FRANCISCOM N;H;10011996;Sambeba;838, 375
290;ZILANEIDE;ROSA MONTEIRO FERNANDES;MANOEL SILVA ALMEIDA;M;01041246;Jardim Guanabar;909, 440, 631
291;FRANCISCO P S;RAIMUNDA P M;MANOEL SOUZA SILVA;H;12091963;Praia de Iracema;132, 219, 668, 592, 909, 161, 803, 329
292;YASMIM MAIA MAGNO;MARIA MAIA COSTA;RAIMUNDO M M;M;01091960;Parque Manibura;131
293;FRANCISCO SANTOS SILVA;MARIA SANTOS BARROS;LEANDROFERREIRA SILVA;H;04061970;Jardim Iracema;809, 254, 895, 492, 492, 008
294;CARLOS;MARIA VASCONCELOS OLIVEIRA;FRANCISCO;H;01101946;Parangaba;002, 862, 149, 140, 793, 048, 494
295;FRANCISCO FREIRE LIMA;ANTONIA FREIRE IZALI;ANTONIO AMORIM LIMA;H;22011946;Coacu;615, 354, 736, 911, 990
296;CLAUDIO ANTONIA LEANDRO;MARIA ANTONIA SILVA;JOSE;H;26662004;Parquelandia;785, 681, 933, 765, 156, 170, 108
297;ANA COELHO ALMEIDA;SILVIA COELHO SILVA;CLAUDIONOR OLIVEIRA ALMEIDA;M;24061997;Carlito Pamplona;127, 520, 983, 882, 399, 613, 767, 629
298;RITA NASCIMENTO LIMA;FRANCISCA N S;FRANCISCO SOUSA LIMA;M;22061799;Manoel Satiro;770, 332
299;JOAO SOUSA CLAYTON;MARIA SOUSA BARBOSA;EVALDO SILVA CLAYTON;H;23102000;Sapirng / Coit;306, 904, 484, 045, 964
300;MARIA SILVA LIMA;FRANCISCA SILVA RITA;RAIMUNDO VALDO LIMA;M;26031907;Cais do Poro;609, 408, 706, 473, 223, 875
301;TELMA FERREIRA BATISTA;MARIA FERREIRA LIMA;FRANCISCO ARAUJO BATISTR;M;08091971;Conjunto Ceara I;641, 268, 067, 353, 242, 533, 458, 639, 787
302;SARA OLIVEIRA MASCENA;ELISABETH OLIVEIRA JULIAO;ANTONIO MIRANDA MASCENA;M;25044001;Vila Peri;998, 946, 948, 967, 204
303;YAGO SILVA CRUZ;MARIA SY;JOAO BRITO CRUZ;H;26031949;Santa Ro;256, 130, 947, 374, 804, 784
304;JOSE SILVCA COSTA;MARIA SILVCA SALES;JOSE SILVA COSTA;H;13081936;Presinte Bennedy;779, 254
305;FRANCISCO MOURA COSTA;YASMIM MOURA SILVA;ANTONIO C C;H;05411992;Santa Maria;343, 883, 114, 770, 790, 162, 024, 621, 984
306;TARCIANO ROCHA NETO;LIDIANE RORHAMARIA;MANUEL CILVA NYTO;H;21051986;Presidente Kennedy;839
307;MAYCON OLIVEIRA SILVA;MARIA OLIVEIRA SOUZA;JOSE BERNARDINO SILVA;H;05081941;Itaoca;853
308;MARIA MARQUES LIMA;CELIA M S;RAIMUNDO SILVA LIMA;M;12041920;Marapnga;569, 656, 015, 071, 157, 198, 756
309;IKARU;DANIEXY N L;EDUARDO ALVES PEREIRA;H;23051963;Guararapes;735, 401, 814
310;RAIMUNDA TAVARES ROBERTO;MARIA;RODRIGO SILVA ROBERTO;M;28019970;Auran Nuns;379, 516
311;ANGELA CORDEIRO NASCIMENTO;EUNICE CORDEIRO SOCORRO;WAGNER R N;M;21061992;Granja Lisboa;956, 320, 038, 028, 007, 365, 741, 471, 671
312;GLEISON SILVA CLODOALDO;ANTONIA SILVA SOUSA;LUIS M C;H;17111888;Sao Beno;535, 257, 745, 392, 622, 614, 676, 372, 948
313;FRANCISCA AMBROSIO BARBOSA;MARIA AMBROSIO ARAJO;LUIZ SILVA BARBOSA;M;14031943;Dede;691
314;MARIA G S;MERCEA GORETE LUIZA;FRANCISCO SANTOS SANTOS;M;04217001;Guararapes;351
315;ANTONIO ABREU CHAVES;MARIA ABREU AZEVEDO;GABRIEL FROTA CHAVES;H;24061984;Dias Macedo;629, 075, 257, 339
316;LUCIENE AMARANTE LIMA;NEUSA AMARANTE BEZERRA;FRANCISCO ERIK LIMA;M;05051985;Clvaro Weyne;318, 320, 861
317;PAULIRAN ROSA SILVA;FRANCISCA ROSA GRACAS;EDSON;H;16042042;Antonio Cezerra;530, 848, 191, 979, 699, 951, 487, 143
318;DERLANDIA SANMANA FERREIRA;MARIA SANTANA SILVA;LUIS O F;M;23062010;Presidete Kennedy;346, 766, 733, 620, 402, 667, 816, 747
319;ALEX JOSINO GOMES;MARIA JOSINO REBOUCAS;SEBASTIAO EDNARDO GOMES;H;05051982;Parquelandia;780, 087
320;LUZIA;MARIA BRITO ALVES;FRANCISCO L X;M;29051995;Joao XXIII;836, 265, 873, 182, 242, 387, 472, 009, 303, 407
321;CLEANE COSTA BEZERRA;MARIA COSTA BEZERRA;JOAO JOAO BEZERRA;M;28012006;Jardim America;284, 855, 659, 731, 932
322;JULIANA MAIA CUNHA;FRANCISCA;ANTONIO;M;22071914;Joquei Clube;465, 631, 319, 881, 245, 212, 478, 895, 566
323;RAIMUNDO SOUSA SOUZA;MARIA SOUSA RAIMUNDA;RAIMUNDO;H;16021938;Mndubim;404, 903, 776, 502, 066, 999, 526, 331
324;CLEANE C P;RAIMUNDA CAMERA DIVA;CARLOS MARTINS PEREIRA;M;24071969;Padre Andrade;975, 489, 128, 179
325;RAIMUNDO NUNES SOUSA;ANA;FRANCISCO TEIXEIRA SOUSA;H;22031997;Srrinha;630
326;MAGNA HELENA TAVORA;FRANCISCA HELENA PILVA;FRANCISCO R T;M;14051998;Jardim das Oliveiras;046, 676, 703, 279, 479, 369, 558, 084, 959, 273
327;ALMIR SANTOS SOUSA;FIRMINA SANTOS SANTOS;JOSE PEREIRASOUSA;H;11082604;Parquelandia;644, 355, 341, 363, 324, 195, 592
328;PAULO CARMO ESDRAS;FABIANA CARMO FATIMA;JOAO S E;H;02041924;Auran Nunes;076, 457, 104, 058, 370
329;DACIANNY SILVA GONCALVES;ELINEIDE SILVA SULVA;ALDENOR SOUSA GONCALVES;M;25091980;Marapoga;213, 211, 702, 035, 742, 439, 098, 099, 871, 501
330;FERNANDO SILVA AVELINO;FRASCISCA S B;FRANCISCO;H;01051939;Xom Futuro;149, 252, 628, 863, 220, 704, 290, 875, 956
331;ANA LIMA VICENTE;MARIA LIMA ANDRADE;FRANCISCO CASTRO VICENTE;M;10061979;Aldeota;422, 258, 339, 116, 642, 577
332;JOSE CONCEICAO FLAVIO;MAGNOLIA C F;LUIS GONCALVES FLAVIO;H;27031135;Planalto Ayron Sena;502, 185, 276, 518
333;MARIA SILVA REIS;MARIA SILVA SILVA;JOAO;M;05101999;Cisto Xedntor;119, 700, 656
334;FRANCISCO ROCHA FERREIRA;MARIA ROCHA TASSIA;FRANCISCO S F;H;10082011;Itaoca;433, 325, 250, 252, 646, 743, 158, 559, 782
335;EPVIS SOUZA AUGUSTO;BARBARA SOUZA EMILIANA;JOAO S A;H;07741995;Parqu Dois Irmaos;466
336;ESTHER;CAMILA M O;JOSE CRISOSTOMO SANTOS;M;10042005;Cacu;721, 645, 575, 013, 564, 487, 812
337;JOAO JESUS CESAR;MARIA JESUS MARLUCIA;JOSE COSMO CESAR;H;06111962;Farias Brito;845
338;FRANCISCO;MARIA;RAIMUNDO SILVA OSCAR;H;28071991;Itaoca;590, 966, 202
339;MARIA;NADILA SOUSA AMANCIO;ELIVERTO SANTOS FURTADO;M;17051977;Panamericano;513, 435, 492, 028, 225, 234, 242, 519
340;JOYCIANE SILVA SOUSA;ZENILDA SILVA OLIVEIRA;ANTONIO SOBRINHO SOUSA;M;81061997;Bela Vista;161, 557, 148, 413, 862, 152, 358, 891
341;CELIA FRANKLIM PEREIRA;MARIA FRANKLIM SILVA;RAIMUNDO F P;M;27041994;Ciade 2000;869, 476, 781, 624, 293, 477, 427, 701, 088, 442
342;JOSE SOUSA PEREIRA;KATIB;SEBASTIAO PEREIRA SOUSA;H;25072014;Amaeu Furtao;946, 947, 026, 514, 306, 248, 506, 837, 452, 237
343;WANESSA V P;ANTONIA VALDELICIA NASCIMENTO;ANTONIO ARAUJO PAULINO;M;24081942;Jardim Guanabara;799, 729, 187
344;LIA;VANIA M B;JOSE;M;15041964;Paicu;049, 375, 148
345;FRANCISCA SILVA ANTONIO;MARIA SILVA COSTA;FRANCISCO MIRANDA ANTONIO;M;00101937;Jardim das Oliviras;483
346;CARLOS JLIVEIRA SIQUEIRA;IZABEL;JOSE SIQUEIRA OLIVEIRA;H;20041991;Jardim Cearense;349, 311, 305, 005, 019, 863, 036
347;ROBERTA LIMA PAULO;TERESINHA LIMA TEIXEIRA;ANTONIO TEIXEIRA PAULO;M;02082006;Passare;465, 036, 580, 725, 077, 507, 195, 604, 240, 014
348;FRANCISCA LUCIA FILHO;VIRGINIA LUCIA SANTANA;LUIZ SOUSA FILHO;M;27031949;Coco;723, 968, 116, 879, 641
349;ALICE M S;LUCIA MAIA PINHEIRO;JOSE ROBERIO SILVA;M;46671953;Centro;719, 265, 382, 762
350;JOAO SILVA RUFINO;ALBERTINA SILVA ROCHA;JOSE GONCALVES RUFINO;H;01021951;Joquei Clube;474, 300
351;WILSON SANTOS ALVES;SILVANEIDE SANTOS SOUSA;MANOEL MACIEL ALVES;H;18071955;Coc;866
352;LAISSA LEAL BARBOSA;MARIA LEAL SARAIVA;JOAO ROSA BARBOSA;M;14059947;Ancuri;045, 180, 315, 018
353;ROMARIO KETA PERJIRA;ROSA NETA SILVA;FRGNCJSCO S P;H;01111997;Granja Portual;731, 118, 282, 829, 956, 074, 119
354;MARIA ANDRADE JUCIE;LUIZA ANDRADE FERREIRA;JOSE MONTEIRO JUCIE;M;16021966;Damas;120, 113, 711, 292, 733, 275, 038, 244, 648, 287
355;SULAMITA;LAURA SILVEIRA MARLENE;JOAO SOARES CORREIA;M;50011939;Jardim Cearense;650
356;JOSE;MARIA OLIVEIRA NASCIMENTO;RAIMUNDO BRANDAO SANTOS;H;22061551;Coacu;268
357;IVANA;MARIA SILYA CLAUDIA;MANOEL FLORENCIO NASCIMENTO;M;11022006;Curio;747, 805, 537, 552, 360, 445, 253, 658, 366, 327
358;JAIME SILVA CORDEIRO;GEISIELLE SILVA FERNANDES;RAIMUNDO MESSIAS CORDEIRO;H;29027967;Coacu;834, 260, 244
359;CASSIANO MESQUITA PAULA;MARIA MESQUITA SOUSA;FRANCISCO PEDRO PAULA;H;21091970;Cnindezinho;067, 702, 019, 523, 533, 720, 648
360;JOSE CLEMENTE GUEDES;FRANCISCA CLEMENTE SILVA;REGINALDO FERREIRA GUEDES;H;09082074;Salins;503, 500, 393, 018
361;JPNASSILVA PAZ;ANTONIA SILVA SOUSA;PAULO PEREIRA PAZ;H;05092007;Sapiranga / Coite;917, 496, 158, 250, 577, 392, 097
362;JOAO JOSE SOARES;MARIA JOSE RASARIO;EDMILSON ANTONIO SOARES;H;30071973;Paupina;702, 582, 592, 334, 603
363;MARIA LOPES OLIVEIRA;MARIA LOPES FATIMA;VALDINEZ SOUZA OLIVEIRA;M;24531938;Jangurussu;509, 008, 538
364;DEBORA BEZERRA SILVA;LUZANIRA BEZERRA OLIVEIRA;ROBERTHYSON SOUSA SILVA;M;12062000;Maraponga;148, 670, 863
365;VANDINEY TEREZA OLIVEIRA;MARIA TEREZA SILVA;WALBERTH M O;H;02031986;Bom Futuro;563, 553, 376, 369, 562, 164, 275, 576, 021
366;KARLA ARAUJO BEZERRA;MARIA VRAUJO FERREIRA;LUIZ SILVA BEZERRA;M;34711986;Boa Vist;525, 170, 385, 936, 292
367;MARILENE SILVA CARLOS;ELOISA SILVA SANTOS;BELARMINO A C;M;99081943;Damas;263, 814, 485, 303, 998
